Region,Hour of year,Cumulative contrail warming
North Atlantic,94.3743,103.8112
North Atlantic,95.4972,103.5187
North Atlantic,96.62,103.1235
North Atlantic,97.7428,102.5557
North Atlantic,98.8656,101.7173
North Atlantic,100.0,100.0
Continental Europe,0.0,0.1658
Continental Europe,1.1228,12.4448
Continental Europe,2.2456,21.6882
Continental Europe,3.3684,29.2155
Continental Europe,4.4913,35.6482
Continental Europe,5.6141,41.2604
Continental Europe,6.7369,46.2363
Continental Europe,7.8597,50.7799
Continental Europe,8.9825,54.9667
Continental Europe,10.1053,58.8354
Continental Europe,11.2282,62.3986
Continental Europe,12.351,65.6711
Continental Europe,13.4738,68.7112
Continental Europe,14.5966,71.5037
Continental Europe,15.7194,74.0949
Continental Europe,16.8538,76.5179
Continental Europe,17.9766,78.7559
Continental Europe,19.0994,80.8502
Continental Europe,20.2222,82.7959
Continental Europe,21.3451,84.609
Continental Europe,22.4679,86.2963
Continental Europe,23.5907,87.8785
Continental Europe,24.7135,89.367
Continental Europe,25.8363,90.7572
Continental Europe,26.9591,92.0814
Continental Europe,28.082,93.3281
Continental Europe,29.2048,94.5116
Continental Europe,30.3276,95.6239
Continental Europe,31.4504,96.6778
Continental Europe,32.5732,97.6732
Continental Europe,33.7076,98.6206
Continental Europe,34.8304,99.5045
Continental Europe,35.9532,100.3448
Continental Europe,37.0761,101.1384
Continental Europe,38.1989,101.8876
Continental Europe,39.3217,102.5875
Continental Europe,40.4445,103.2491
Continental Europe,41.5673,103.8671
Continental Europe,42.6901,104.4499
Continental Europe,43.8129,104.9951
Continental Europe,44.9358,105.5113
Continental Europe,46.0586,105.9977
Continental Europe,47.1814,106.4576
Continental Europe,48.3042,106.8918
Continental Europe,49.427,107.3006
Continental Europe,50.5614,107.6879
Continental Europe,51.6842,108.0472
Continental Europe,52.807,108.3823
Continental Europe,53.9299,108.6942
Continental Europe,55.0527,108.9861
Continental Europe,56.1755,109.2565
Continental Europe,57.2983,109.5075
Continental Europe,58.4211,109.7371
Continental Europe,59.5439,109.9449
Continental Europe,60.6667,110.1353
Continental Europe,61.7896,110.309
Continental Europe,62.9124,110.4647
Continental Europe,64.0352,110.6047
Continental Europe,65.158,110.7305
Continental Europe,66.2808,110.8405
Continental Europe,67.4152,110.9385
Continental Europe,68.538,111.0218
Continental Europe,69.6608,111.0928
Continental Europe,70.7837,111.1517
Continental Europe,71.9065,111.1976
Continental Europe,73.0293,111.2329
Continental Europe,74.1521,111.2572
Continental Europe,75.2749,111.2694
Continental Europe,76.3977,111.2723
Continental Europe,77.5205,111.267
Continental Europe,78.6434,111.2452
Continental Europe,79.7662,111.2032
Continental Europe,80.889,111.1395
Continental Europe,82.0118,111.05
Continental Europe,83.1346,110.9312
Continental Europe,84.269,110.7779
Continental Europe,85.3918,110.594
Continental Europe,86.5146,110.3738
Continental Europe,87.6375,110.1106
Continental Europe,88.7603,109.7901
Continental Europe,89.8831,109.4153
Continental Europe,91.0059,108.984
Continental Europe,92.1287,108.475
Continental Europe,93.2515,107.8777
Continental Europe,94.3743,107.1641
Continental Europe,95.4972,106.3215
Continental Europe,96.62,105.3189
Continental Europe,97.7428,104.1164
Continental Europe,98.8656,102.5679
Continental Europe,100.0,100.0
Global,0.0,0.0476
Global,1.1074,3.6773
Global,2.2149,6.7964
Global,3.3223,9.6724
Global,4.4411,12.3979
Global,5.5486,14.9611
Global,6.656,17.4125
Global,7.7749,19.7821
Global,8.8823,22.022
Global,9.9897,24.1711
Global,11.1086,26.265
Global,12.216,28.2631
Global,13.3234,30.1897
Global,14.4423,32.0779
Global,15.5497,33.8961
Global,16.6572,35.668
Global,17.776,37.4141
Global,18.8834,39.1011
Global,19.9909,40.7541
Global,21.1097,42.3905
Global,22.2171,43.9756
Global,23.3246,45.527
Global,24.4434,47.0617
Global,25.5509,48.5544
Global,26.6583,50.0189
Global,27.7771,51.4721
Global,28.8846,52.8853
Global,29.992,54.2764
Global,31.1109,55.6566
Global,32.2183,56.995
Global,33.3257,58.3041
Global,34.4332,59.5902
Global,35.552,60.8673
Global,36.6594,62.1097
Global,37.7669,63.3312
Global,38.8857,64.543
Global,39.9931,65.7185
Global,41.1006,66.87
Global,42.2194,68.0136
Global,43.3269,69.1229
Global,44.4343,70.2097
Global,45.5531,71.2846
Global,46.6606,72.328
Global,47.768,73.3541
Global,48.8869,74.3711
Global,49.9943,75.3587
Global,51.1017,76.3288
Global,52.2206,77.2907
Global,53.328,78.225
Global,54.4354,79.1412
Global,55.5543,80.0449
Global,56.6617,80.9175
Global,57.7692,81.7679
Global,58.888,82.6043
Global,59.9954,83.41
Global,61.1029,84.1949
Global,62.2217,84.9685
Global,63.3291,85.7163
Global,64.4366,86.4463
Global,65.5554,87.1645
Global,66.6629,87.8575
Global,67.7703,88.5312
Global,68.8777,89.188
Global,69.9966,89.834
Global,71.104,90.4562
Global,72.2114,91.0616
Global,73.3303,91.6561
Global,74.4377,92.23
Global,75.5452,92.7883
Global,76.664,93.3362
Global,77.7714,93.8614
Global,78.8789,94.3718
Global,79.9977,94.8716
Global,81.1051,95.3491
Global,82.2126,95.8095
Global,83.3314,96.2586
Global,84.4389,96.6859
Global,85.5463,97.0982
Global,86.6651,97.4993
Global,87.7726,97.8814
Global,88.88,98.245
Global,89.9989,98.59
Global,91.1063,98.908
Global,92.2137,99.202
Global,93.3326,99.4721
Global,94.44,99.7074
Global,95.5474,99.9056
Global,96.6663,100.0537
Global,97.7737,100.1207
Global,98.8812,100.1207
Global,100.0,100.0
USA,0.0,0.1672
USA,1.1228,11.2165
USA,2.2456,19.49
USA,3.3684,26.3173
USA,4.4913,32.3114
USA,5.6141,37.631
USA,6.7369,42.4243
USA,7.8597,46.8536
USA,8.9825,50.9386
USA,10.1053,54.7175
USA,11.2282,58.2383
USA,12.351,61.5214
USA,13.4738,64.5893
USA,14.5966,67.4805
USA,15.7194,70.1962
USA,16.8538,72.7835
USA,17.9766,75.1912
USA,19.0994,77.4616
USA,20.2222,79.6084
USA,21.3451,81.6432
USA,22.4679,83.5799
USA,23.5907,85.422
USA,24.7135,87.1659
USA,25.8363,88.8244
USA,26.9591,90.3955
USA,28.082,91.8915
USA,29.2048,93.3123
USA,30.3276,94.6648
USA,31.4504,95.9471
USA,32.5732,97.1595
USA,33.7076,98.3144
USA,34.8304,99.405
USA,35.9532,100.4423
USA,37.0761,101.4214
USA,38.1989,102.349
USA,39.3217,103.224
USA,40.4445,104.0436
USA,41.5673,104.8136
USA,42.6901,105.5394
USA,43.8129,106.2239
USA,44.9358,106.8685
USA,46.0586,107.4764
USA,47.1814,108.0499
USA,48.3042,108.5947
USA,49.427,109.1038
USA,50.5614,109.5817
USA,51.6842,110.0177
USA,52.807,110.4215
USA,53.9299,110.7946
USA,55.0527,111.1394
USA,56.1755,111.4563
USA,57.2983,111.7465
USA,58.4211,112.009
USA,59.5439,112.245
USA,60.6667,112.4558
USA,61.7896,112.6423
USA,62.9124,112.8069
USA,64.0352,112.9515
USA,65.158,113.0743
USA,66.2808,113.1807
USA,67.4152,113.2687
USA,68.538,113.3389
USA,69.6608,113.3948
USA,70.7837,113.4351
USA,71.9065,113.4602
USA,73.0293,113.471
USA,74.1521,113.469
USA,75.2749,113.4537
USA,76.3977,113.4215
USA,77.5205,113.3726
USA,78.6434,113.3046
USA,79.7662,113.2188
USA,80.889,113.1119
USA,82.0118,112.9844
USA,83.1346,112.8296
USA,84.269,112.6423
USA,85.3918,112.4225
USA,86.5146,112.1665
USA,87.6375,111.8689
USA,88.7603,111.5276
USA,89.8831,111.1297
USA,91.0059,110.6602
USA,92.1287,110.1042
USA,93.2515,109.438
USA,94.3743,108.6411
USA,95.4972,107.6957
USA,96.62,106.5431
USA,97.7428,105.1064
USA,98.8656,103.18
USA,100.0,100.0
East Asia,0.0,0.2554
East Asia,1.1228,13.2245
East Asia,2.2456,22.8583
East Asia,3.3684,30.8304
East Asia,4.4913,37.8256
East Asia,5.6141,43.9538
East Asia,6.7369,49.444
East Asia,7.8597,54.4309
East Asia,8.9825,59.0368
East Asia,10.1053,63.3614
East Asia,11.2282,67.4036
East Asia,12.351,71.1948
East Asia,13.4738,74.7818
East Asia,14.5966,78.1723
East Asia,15.7194,81.3801
East Asia,16.8538,84.4613
East Asia,17.9766,87.3787
East Asia,19.0994,90.1669
East Asia,20.2222,92.8245
East Asia,21.3451,95.3541
East Asia,22.4679,97.7748
East Asia,23.5907,100.0868
East Asia,24.7135,102.3107
East Asia,25.8363,104.4386
East Asia,26.9591,106.472
East Asia,28.082,108.4147
East Asia,29.2048,110.2723
East Asia,30.3276,112.0466
East Asia,31.4504,113.7306
East Asia,32.5732,115.3289
East Asia,33.7076,116.8521
East Asia,34.8304,118.2683
East Asia,35.9532,119.6092
East Asia,37.0761,120.8753
East Asia,38.1989,122.0562
East Asia,39.3217,123.1637
East Asia,40.4445,124.1923
East Asia,41.5673,125.1522
East Asia,42.6901,126.0443
East Asia,43.8129,126.8783
East Asia,44.9358,127.655
East Asia,46.0586,128.379
East Asia,47.1814,129.0455
East Asia,48.3042,129.6545
East Asia,49.427,130.2127
East Asia,50.5614,130.7253
East Asia,51.6842,131.1818
East Asia,52.807,131.5889
East Asia,53.9299,131.9457
East Asia,55.0527,132.2556
East Asia,56.1755,132.5245
East Asia,57.2983,132.7547
East Asia,58.4211,132.9519
East Asia,59.5439,133.1137
East Asia,60.6667,133.2442
East Asia,61.7896,133.3482
East Asia,62.9124,133.4253
East Asia,64.0352,133.476
East Asia,65.158,133.5053
East Asia,66.2808,133.5198
East Asia,67.4152,133.5235
East Asia,68.538,133.5198
East Asia,69.6608,133.4998
East Asia,70.7837,133.4583
East Asia,71.9065,133.3912
East Asia,73.0293,133.295
East Asia,74.1521,133.1681
East Asia,75.2749,133.0041
East Asia,76.3977,132.7996
East Asia,77.5205,132.5509
East Asia,78.6434,132.2612
East Asia,79.7662,131.9202
East Asia,80.889,131.5251
East Asia,82.0118,131.0748
East Asia,83.1346,130.569
East Asia,84.269,129.9878
East Asia,85.3918,129.3318
East Asia,86.5146,128.5975
East Asia,87.6375,127.7718
East Asia,88.7603,126.8338
East Asia,89.8831,125.7825
East Asia,91.0059,124.5909
East Asia,92.1287,123.2409
East Asia,93.2515,121.7303
East Asia,94.3743,119.9868
East Asia,95.4972,117.9738
East Asia,96.62,115.5408
East Asia,97.7428,112.4269
East Asia,98.8656,108.0488
East Asia,100.0,100.0
Southeast Asia,0.0,0.0921
Southeast Asia,1.1228,6.9365
Southeast Asia,2.2456,12.6043
Southeast Asia,3.3684,17.7035
Southeast Asia,4.4913,22.397
Southeast Asia,5.6141,26.7793
Southeast Asia,6.7369,30.905
Southeast Asia,7.8597,34.8155
Southeast Asia,8.9825,38.5587
Southeast Asia,10.1053,42.1431
Southeast Asia,11.2282,45.5987
Southeast Asia,12.351,48.939
Southeast Asia,13.4738,52.1627
Southeast Asia,14.5966,55.2658
Southeast Asia,15.7194,58.2631
Southeast Asia,16.8538,61.1919
Southeast Asia,17.9766,64.0028
Southeast Asia,19.0994,66.7185
Southeast Asia,20.2222,69.3325
Southeast Asia,21.3451,71.8679
Southeast Asia,22.4679,74.3213
Southeast Asia,23.5907,76.6958
Southeast Asia,24.7135,78.9927
Southeast Asia,25.8363,81.2168
Southeast Asia,26.9591,83.3731
Southeast Asia,28.082,85.4656
Southeast Asia,29.2048,87.492
Southeast Asia,30.3276,89.4463
Southeast Asia,31.4504,91.3385
Southeast Asia,32.5732,93.1622
Southeast Asia,33.7076,94.9404
Southeast Asia,34.8304,96.6412
Southeast Asia,35.9532,98.2776
Southeast Asia,37.0761,99.8449
Southeast Asia,38.1989,101.3547
Southeast Asia,39.3217,102.7988
Southeast Asia,40.4445,104.1858
Southeast Asia,41.5673,105.5044
Southeast Asia,42.6901,106.7618
Southeast Asia,43.8129,107.9553
Southeast Asia,44.9358,109.0863
Southeast Asia,46.0586,110.1542
Southeast Asia,47.1814,111.1637
Southeast Asia,48.3042,112.118
Southeast Asia,49.427,113.008
Southeast Asia,50.5614,113.8305
Southeast Asia,51.6842,114.568
Southeast Asia,52.807,115.2327
Southeast Asia,53.9299,115.8254
Southeast Asia,55.0527,116.3552
Southeast Asia,56.1755,116.8185
Southeast Asia,57.2983,117.2173
Southeast Asia,58.4211,117.531
Southeast Asia,59.5439,117.7798
Southeast Asia,60.6667,117.9677
Southeast Asia,61.7896,118.0994
Southeast Asia,62.9124,118.1759
Southeast Asia,64.0352,118.2097
Southeast Asia,65.158,118.2097
Southeast Asia,66.2808,118.1778
Southeast Asia,67.4152,118.1155
Southeast Asia,68.538,118.0267
Southeast Asia,69.6608,117.9121
Southeast Asia,70.7837,117.7653
Southeast Asia,71.9065,117.587
Southeast Asia,73.0293,117.3797
Southeast Asia,74.1521,117.1447
Southeast Asia,75.2749,116.8819
Southeast Asia,76.3977,116.5931
Southeast Asia,77.5205,116.2761
Southeast Asia,78.6434,115.9289
Southeast Asia,79.7662,115.5536
Southeast Asia,80.889,115.1471
Southeast Asia,82.0118,114.7083
Southeast Asia,83.1346,114.2293
Southeast Asia,84.269,113.7057
Southeast Asia,85.3918,113.1519
Southeast Asia,86.5146,112.5601
Southeast Asia,87.6375,111.9225
Southeast Asia,88.7603,111.2427
Southeast Asia,89.8831,110.5141
Southeast Asia,91.0059,109.7258
Southeast Asia,92.1287,108.8711
Southeast Asia,93.2515,107.9465
Southeast Asia,94.3743,106.9432
Southeast Asia,95.4972,105.8568
Southeast Asia,96.62,104.6773
Southeast Asia,97.7428,103.3715
Southeast Asia,98.8656,101.8926
Southeast Asia,100.0,100.0
Latin America,0.0,0.1036
Latin America,1.1228,5.4506
Latin America,2.2456,9.863
Latin America,3.3684,13.8578
Latin America,4.4913,17.5868
Latin America,5.6141,21.0911
Latin America,6.7369,24.4407
Latin America,7.8597,27.6576
Latin America,8.9825,30.7428
Latin America,10.1053,33.7277
Latin America,11.2282,36.6161
Latin America,12.351,39.4099
Latin America,13.4738,42.127
Latin America,14.5966,44.7647
Latin America,15.7194,47.3266
Latin America,16.8538,49.8478
Latin America,17.9766,52.2784
Latin America,19.0994,54.6352
Latin America,20.2222,56.9263
Latin America,21.3451,59.1566
Latin America,22.4679,61.3358
Latin America,23.5907,63.4605
Latin America,24.7135,65.5358
Latin America,25.8363,67.5535
Latin America,26.9591,69.5258
Latin America,28.082,71.4485
Latin America,29.2048,73.3131
Latin America,30.3276,75.124
Latin America,31.4504,76.8834
Latin America,32.5732,78.5987
Latin America,33.7076,80.2744
Latin America,34.8304,81.8874
Latin America,35.9532,83.4593
Latin America,37.0761,84.9898
Latin America,38.1989,86.473
Latin America,39.3217,87.9039
Latin America,40.4445,89.2818
Latin America,41.5673,90.6092
Latin America,42.6901,91.8828
Latin America,43.8129,93.1086
Latin America,44.9358,94.2877
Latin America,46.0586,95.4107
Latin America,47.1814,96.4836
Latin America,48.3042,97.5076
Latin America,49.427,98.4809
Latin America,50.5614,99.406
Latin America,51.6842,100.2717
Latin America,52.807,101.0863
Latin America,53.9299,101.8526
Latin America,55.0527,102.5661
Latin America,56.1755,103.208
Latin America,57.2983,103.7827
Latin America,58.4211,104.3029
Latin America,59.5439,104.7621
Latin America,60.6667,105.1587
Latin America,61.7896,105.495
Latin America,62.9124,105.7819
Latin America,64.0352,106.0343
Latin America,65.158,106.2505
Latin America,66.2808,106.4312
Latin America,67.4152,106.5777
Latin America,68.538,106.6952
Latin America,69.6608,106.7874
Latin America,70.7837,106.8554
Latin America,71.9065,106.8996
Latin America,73.0293,106.9214
Latin America,74.1521,106.924
Latin America,75.2749,106.9096
Latin America,76.3977,106.8751
Latin America,77.5205,106.8228
Latin America,78.6434,106.7499
Latin America,79.7662,106.6525
Latin America,80.889,106.5359
Latin America,82.0118,106.4004
Latin America,83.1346,106.2449
Latin America,84.269,106.0671
Latin America,85.3918,105.8689
Latin America,86.5146,105.6471
Latin America,87.6375,105.4009
Latin America,88.7603,105.1307
Latin America,89.8831,104.833
Latin America,91.0059,104.5092
Latin America,92.1287,104.1548
Latin America,93.2515,103.7682
Latin America,94.3743,103.3392
Latin America,95.4972,102.8614
Latin America,96.62,102.3246
Latin America,97.7428,101.7153
Latin America,98.8656,100.9841
Latin America,100.0,100.0
Africa & Middle East,0.0,0.174
Africa & Middle East,1.1074,9.469
Africa & Middle East,2.2149,16.1728
Africa & Middle East,3.3223,21.9316
Africa & Middle East,4.4411,27.0585
Africa & Middle East,5.5486,31.6335
Africa & Middle East,6.656,35.7893
Africa & Middle East,7.7749,39.6394
Africa & Middle East,8.8823,43.199
Africa & Middle East,9.9897,46.5457
Africa & Middle East,11.1086,49.7506
Africa & Middle East,12.216,52.7665
Africa & Middle East,13.3234,55.6315
Africa & Middle East,14.4423,58.3939
Africa & Middle East,15.5497,61.0041
Africa & Middle East,16.6572,63.4884
Africa & Middle East,17.776,65.8883
Africa & Middle East,18.8834,68.1667
Africa & Middle East,19.9909,70.359
Africa & Middle East,21.1097,72.4767
Africa & Middle East,22.2171,74.485
Africa & Middle East,23.3246,76.4245
Africa & Middle East,24.4434,78.3026
Africa & Middle East,25.5509,80.0934
Africa & Middle East,26.6583,81.8213
Africa & Middle East,27.7771,83.4958
Africa & Middle East,28.8846,85.0827
Africa & Middle East,29.992,86.6022
Africa & Middle East,31.1109,88.0697
Africa & Middle East,32.2183,89.4562
Africa & Middle East,33.3257,90.7878
Africa & Middle East,34.4332,92.0652
Africa & Middle East,35.552,93.2986
Africa & Middle East,36.6594,94.457
Africa & Middle East,37.7669,95.5595
Africa & Middle East,38.8857,96.6261
Africa & Middle East,39.9931,97.6297
Africa & Middle East,41.1006,98.5834
Africa & Middle East,42.2194,99.5026
Africa & Middle East,43.3269,100.3652
Africa & Middle East,44.4343,101.1781
Africa & Middle East,45.5531,101.9463
Africa & Middle East,46.6606,102.6639
Africa & Middle East,47.768,103.3438
Africa & Middle East,48.8869,103.9925
Africa & Middle East,49.9943,104.5971
Africa & Middle East,51.1017,105.1579
Africa & Middle East,52.2206,105.6898
Africa & Middle East,53.328,106.1836
Africa & Middle East,54.4354,106.6407
Africa & Middle East,55.5543,107.065
Africa & Middle East,56.6617,107.4464
Africa & Middle East,57.7692,107.7879
Africa & Middle East,58.888,108.1
Africa & Middle East,59.9954,108.379
Africa & Middle East,61.1029,108.6309
Africa & Middle East,62.2217,108.8579
Africa & Middle East,63.3291,109.0594
Africa & Middle East,64.4366,109.2378
Africa & Middle East,65.5554,109.3966
Africa & Middle East,66.6629,109.5309
Africa & Middle East,67.7703,109.6464
Africa & Middle East,68.8777,109.7433
Africa & Middle East,69.9966,109.8229
Africa & Middle East,71.104,109.8862
Africa & Middle East,72.2114,109.9362
Africa & Middle East,73.3303,109.9729
Africa & Middle East,74.4377,109.9957
Africa & Middle East,75.5452,110.0064
Africa & Middle East,76.664,110.0068
Africa & Middle East,77.7714,110.0048
Africa & Middle East,78.8789,109.992
Africa & Middle East,79.9977,109.9639
Africa & Middle East,81.1051,109.9156
Africa & Middle East,82.2126,109.8447
Africa & Middle East,83.3314,109.7471
Africa & Middle East,84.4389,109.6234
Africa & Middle East,85.5463,109.4673
Africa & Middle East,86.6651,109.2746
Africa & Middle East,87.7726,109.0545
Africa & Middle East,88.88,108.7973
Africa & Middle East,89.9989,108.4889
Africa & Middle East,91.1063,108.1358
Africa & Middle East,92.2137,107.7214
Africa & Middle East,93.3326,107.2321
Africa & Middle East,94.44,106.6598
Africa & Middle East,95.5474,105.994
Africa & Middle East,96.6663,105.1576
Africa & Middle East,97.7737,104.1082
Africa & Middle East,98.8812,102.6897
Africa & Middle East,100.0,100.0
China,0.0,0.2198
China,1.1228,11.1114
China,2.2456,19.0895
China,3.3684,25.6568
China,4.4913,31.3997
China,5.6141,36.5462
China,6.7369,41.1975
China,7.8597,45.4478
China,8.9825,49.433
China,10.1053,53.1544
China,11.2282,56.6467
China,12.351,59.9484
China,13.4738,63.063
China,14.5966,66.0204
China,15.7194,68.8388
China,16.8538,71.5695
China,17.9766,74.1535
China,19.0994,76.619
China,20.2222,78.9813
China,21.3451,81.255
China,22.4679,83.4494
China,23.5907,85.5662
China,24.7135,87.6133
China,25.8363,89.6023
China,26.9591,91.5289
China,28.082,93.381
China,29.2048,95.1687
China,30.3276,96.9025
China,31.4504,98.5723
China,32.5732,100.1902
China,33.7076,101.7688
China,34.8304,103.2754
China,35.9532,104.7266
China,37.0761,106.1308
China,38.1989,107.4776
China,39.3217,108.7624
China,40.4445,109.9926
China,41.5673,111.1697
China,42.6901,112.2978
China,43.8129,113.3675
China,44.9358,114.3886
China,46.0586,115.3644
China,47.1814,116.2898
China,48.3042,117.1678
China,49.427,117.9955
China,50.5614,118.7814
China,51.6842,119.5074
China,52.807,120.1824
China,53.9299,120.8049
China,55.0527,121.3773
China,56.1755,121.9004
China,57.2983,122.3703
China,58.4211,122.7939
China,59.5439,123.1685
China,60.6667,123.4953
China,61.7896,123.7754
China,62.9124,124.0154
China,64.0352,124.2164
China,65.158,124.3767
China,66.2808,124.4976
China,67.4152,124.5852
China,68.538,124.6377
China,69.6608,124.661
China,70.7837,124.6536
China,71.9065,124.6123
China,73.0293,124.5424
China,74.1521,124.4438
China,75.2749,124.316
China,76.3977,124.1602
China,77.5205,123.9745
China,78.6434,123.7579
China,79.7662,123.5077
China,80.889,123.2222
China,82.0118,122.8946
China,83.1346,122.5245
China,84.269,122.1021
China,85.3918,121.6363
China,86.5146,121.1138
China,87.6375,120.5351
China,88.7603,119.8909
China,89.8831,119.1725
China,91.0059,118.3644
China,92.1287,117.4528
China,93.2515,116.4104
China,94.3743,115.205
China,95.4972,113.7774
China,96.62,112.0415
China,97.7428,109.791
China,98.8656,106.4171
China,100.0,100.0
India,0.0,0.2027
India,1.1228,10.0895
India,2.2456,17.6024
India,3.3684,24.1542
India,4.4913,30.0479
India,5.6141,35.4167
India,6.7369,40.3849
India,7.8597,45.0054
India,8.9825,49.3298
India,10.1053,53.4195
India,11.2282,57.2836
India,12.351,60.9699
India,13.4738,64.4803
India,14.5966,67.7847
India,15.7194,70.8993
India,16.8538,73.8473
India,17.9766,76.6071
