region,hour,total_flight_dist,contrail_ef_initial_loc,contrail_ef_overlap_initial_loc,new_contrail_length,total_contrail_length,tau_contrail_area,mean_contrail_age,contrail_ef,contrail_ef_sw,contrail_ef_lw,contrail_ef_overlap,contrail_ef_sw_overlap,contrail_ef_lw_overlap,Eurocontrol FIR,type
Warszawa FIR,99360,366043730000.0,1.2641722e+19,1.1591293401905908e+19,36340396000.0,170323440000.0,170642000000000.0,22892699.77625503,1.6257899e+19,-1.5239546e+19,3.146698e+19,1.4622969520498606e+19,-1.3099031e+19,2.7703346e+19,True,FIR
Washington FIR,99360,1001085500000.0,8.834081e+18,7.778549480987236e+18,53629430000.0,159131470000.0,141756770000000.0,11368730.328306917,7.8617324e+18,-1.3589535e+19,2.1483008e+19,6.748029437341699e+18,-1.2365107e+19,1.9142152e+19,False,FIR
Wien FIR,99360,252409870000.0,5.372124e+18,4.624722890132579e+18,23993210000.0,70790790000.0,73271310000000.0,5570763.810529118,5.265875e+18,-7.6910476e+18,1.2967356e+19,4.473711928012391e+18,-6.403428e+18,1.0888078e+19,True,FIR
Windhoek FIR,98257,12922376000.0,5.2649723e+16,5.2320967380788824e+16,208367710.0,842560060.0,750116300000.0,140756.97634719577,5.174955e+16,-8.034151e+16,1.3210264e+17,5.143691120624291e+16,-8.028746e+16,1.3173521e+17,False,FIR
Winnipeg FIR,99360,305091540000.0,5.862708e+18,5.735884635829242e+18,22963420000.0,89776540000.0,94659870000000.0,14860501.044498527,6.0879074e+18,-8.310196e+18,1.4401246e+19,5.941618272308415e+18,-8.145888e+18,1.4091161e+19,False,FIR
Wuhan FIR,99360,444563160000.0,1.4451045e+18,1.3260639653988347e+18,7872690000.0,17737202000.0,20982970000000.0,1248423.9781058482,8.819079e+17,-1.9422872e+18,2.8364643e+18,8.171407332684778e+17,-1.8836351e+18,2.7118435e+18,False,FIR
Yakutsk FIR,99354,97969340000.0,2.2115584e+18,2.1941996239274565e+18,10112515000.0,44355120000.0,36473286000000.0,10196567.70394445,2.5760194e+18,-3.5232707e+18,6.095945e+18,2.5561802679434783e+18,-3.4866682e+18,6.0395217e+18,False,FIR
Yangon FIR,99360,205109540000.0,1.4670554e+18,1.4478461559674506e+18,6990314500.0,22126105000.0,23336235000000.0,3237234.314116149,1.4625944e+18,-1.7002635e+18,3.1677705e+18,1.4434346101295084e+18,-1.6878903e+18,3.136204e+18,False,FIR
Yekaterinburg FIR,99360,192024130000.0,1.3409814e+19,1.3174726885856322e+19,29409876000.0,166492100000.0,155566230000000.0,34089779.681756206,1.5715213e+19,-1.1003654e+19,2.669603e+19,1.5256271199061088e+19,-1.0048021e+19,2.5286267e+19,False,FIR
Yerevan FIR,99357,10874529000.0,1.1494415e+17,1.1373412333345835e+17,458574940.0,1682634200.0,1647759000000.0,262717.0840535794,1.3385038e+17,-1.610836e+17,2.9396945e+17,1.3185041487822445e+17,-1.5041542e+17,2.8132984e+17,True,FIR
Zagreb FIR,99358,170655840000.0,3.4139748e+18,2.9892062530919107e+18,13976046000.0,44124037000.0,42774603000000.0,3879310.908677621,2.960935e+18,-5.437695e+18,8.4128335e+18,2.6310915955186007e+18,-4.751577e+18,7.3967644e+18,True,FIR
